src,dst,Packet_Size,Protocol,Encryption_Type,Packet_Delay(ms),Attack_label
Node_19,Node_10,1064,UDP,AES-128,17.4,Normal
Node_19,Node_16,395,UDP,AES-192,6.7,Normal
Node_15,Node_20,1202,TCP,AES-128,16.64,Normal
Node_10,Node_12,770,UDP,AES-128,14.09,Normal
Node_9,Node_5,314,TCP,AES-128,5.43,Blackhole_Attack
Node_13,Node_4,288,UDP,AES-192,11.54,Normal
Node_9,Node_13,491,TCP,AES-256,9.74,Normal
Node_20,Node_18,842,UDP,AES-128,13.13,Normal
Node_14,Node_6,504,TCP,AES-256,8.88,Normal
Node_8,Node_1,130,TCP,AES-256,8.46,Normal
Node_12,Node_7,1282,UDP,AES-256,16.85,Normal
Node_12,Node_14,1483,TCP,AES-192,9.51,Normal
Node_16,Node_7,280,TCP,AES-192,14.13,Normal
Node_12,Node_18,1066,TCP,AES-128,8.87,Normal
Node_4,Node_5,192,UDP,AES-192,18.33,Replay_Attack
Node_12,Node_19,465,UDP,AES-128,6.61,Normal
Node_19,Node_6,318,UDP,AES-128,6.93,Normal
Node_19,Node_10,701,TCP,AES-256,17.62,Normal
Node_18,Node_16,207,UDP,AES-128,7.78,Normal
Node_20,Node_7,777,TCP,AES-128,18.01,Normal
Node_9,Node_19,420,UDP,AES-192,14.46,Normal
Node_16,Node_7,1315,UDP,AES-192,9.23,Normal
Node_7,Node_4,945,TCP,AES-128,0.93,Blackhole_Attack
Node_18,Node_14,1417,UDP,AES-256,9.9,Normal
Node_16,Node_17,740,TCP,AES-192,10.51,Normal
Node_15,Node_5,160,UDP,AES-256,15.84,Normal
Node_2,Node_14,833,TCP,AES-256,17.94,Normal
Node_5,Node_19,706,UDP,AES-256,6.58,Normal
Node_9,Node_11,225,UDP,AES-192,14.01,Normal
Node_8,Node_7,267,TCP,AES-128,13.83,Normal
Node_18,Node_11,703,TCP,AES-128,15.37,Normal
Node_5,Node_4,1124,TCP,AES-192,12.49,Normal
Node_1,Node_9,901,TCP,AES-128,0.29,Normal
Node_12,Node_4,1190,UDP,AES-128,9.22,Blackhole_Attack
Node_12,Node_14,255,TCP,AES-256,4.22,Normal
Node_15,Node_8,1334,UDP,AES-128,8.99,Normal
Node_10,Node_18,656,UDP,AES-192,14.9,Normal
Node_7,Node_1,72,UDP,AES-256,11.53,Normal
Node_11,Node_16,1064,UDP,AES-192,15.74,Drop_Attack
Node_12,Node_4,1090,TCP,AES-128,11.71,Normal
Node_7,Node_6,815,TCP,AES-128,3.51,Normal
Node_7,Node_2,744,UDP,AES-256,0.1,Normal
Node_17,Node_13,891,TCP,AES-192,10.74,Normal
Node_6,Node_12,111,UDP,AES-256,8.93,Normal
Node_14,Node_15,155,UDP,AES-256,5.12,Normal
Node_12,Node_1,1119,UDP,AES-256,1.5,Replay_Attack
Node_14,Node_18,1326,UDP,AES-192,6.33,Normal
Node_7,Node_5,853,UDP,AES-192,9.03,Normal
Node_4,Node_10,195,TCP,AES-256,13.33,Normal
Node_9,Node_7,1228,UDP,AES-256,10.94,Normal
Node_7,Node_12,1258,UDP,AES-128,18.04,Replay_Attack
Node_5,Node_1,1115,UDP,AES-128,4.82,Normal
Node_7,Node_18,1193,TCP,AES-256,14.41,Normal
Node_19,Node_5,1040,TCP,AES-256,10.24,Blackhole_Attack
Node_8,Node_19,280,UDP,AES-256,13.47,Drop_Attack
Node_4,Node_18,215,UDP,AES-256,7.82,Normal
Node_14,Node_1,274,TCP,AES-256,15.36,Normal
Node_15,Node_11,320,TCP,AES-192,11.48,Blackhole_Attack
Node_11,Node_5,1469,TCP,AES-128,6.6,Normal
Node_13,Node_15,754,TCP,AES-192,9.94,Normal
Node_7,Node_3,486,TCP,AES-256,8.8,Normal
Node_15,Node_10,1230,TCP,AES-128,12.45,Normal
Node_5,Node_17,1449,UDP,AES-128,4.1,Normal
Node_12,Node_11,1327,TCP,AES-192,9.85,Normal
Node_12,Node_3,254,TCP,AES-192,11.98,Normal
Node_14,Node_11,289,UDP,AES-128,10.17,Normal
Node_15,Node_6,1024,TCP,AES-192,16.73,Normal
Node_7,Node_15,416,TCP,AES-256,13.87,Normal
Node_7,Node_11,312,TCP,AES-192,9.96,Replay_Attack
Node_1,Node_17,701,UDP,AES-256,11.08,Normal
Node_15,Node_11,977,UDP,AES-256,11.48,Normal
Node_14,Node_11,687,UDP,AES-256,12.02,Blackhole_Attack
Node_16,Node_7,1323,TCP,AES-128,0.87,Normal
Node_11,Node_12,1108,UDP,AES-192,8.49,Normal
Node_2,Node_13,182,TCP,AES-128,2.58,Normal
Node_7,Node_11,1426,UDP,AES-192,16.39,Blackhole_Attack
Node_11,Node_15,1333,UDP,AES-256,9.7,Normal
Node_18,Node_16,609,UDP,AES-192,9.03,Normal
Node_3,Node_9,694,TCP,AES-128,14.48,Normal
Node_8,Node_18,1489,TCP,AES-192,12.11,Normal
Node_3,Node_1,932,UDP,AES-192,4.36,Normal
Node_5,Node_16,927,UDP,AES-192,9.65,Normal
Node_6,Node_2,926,UDP,AES-256,8.32,Replay_Attack
Node_8,Node_7,833,UDP,AES-256,1.28,Normal
Node_9,Node_11,258,TCP,AES-256,6.55,Normal
Node_18,Node_9,479,UDP,AES-128,9.08,Normal
Node_4,Node_18,444,TCP,AES-128,9.43,Normal
Node_9,Node_2,1338,TCP,AES-192,2.59,Normal
Node_17,Node_6,1041,TCP,AES-192,15.76,Normal
Node_5,Node_2,496,TCP,AES-256,9.49,Drop_Attack
Node_14,Node_12,261,UDP,AES-192,10.19,Normal
Node_17,Node_16,1379,UDP,AES-256,12,Normal
Node_10,Node_13,1089,UDP,AES-256,6.06,Normal
Node_12,Node_16,1498,UDP,AES-128,12.28,Blackhole_Attack
Node_20,Node_10,917,TCP,AES-256,8.16,Normal
Node_2,Node_14,1270,TCP,AES-128,5.52,Normal
Node_19,Node_12,261,TCP,AES-256,12.87,Normal
Node_7,Node_5,1074,UDP,AES-192,17.46,Normal
Node_14,Node_19,1416,UDP,AES-128,13.62,Replay_Attack
Node_13,Node_11,187,TCP,AES-128,14.61,Normal
Node_5,Node_10,256,TCP,AES-192,7.4,Normal
Node_2,Node_16,897,UDP,AES-128,2.01,Normal
Node_8,Node_7,754,TCP,AES-256,17.45,Normal
Node_12,Node_17,959,TCP,AES-128,20.27,Normal
Node_19,Node_14,1475,TCP,AES-128,17.71,Normal
Node_19,Node_6,1273,UDP,AES-128,8.32,Normal
Node_11,Node_7,1132,UDP,AES-256,4.23,Normal
Node_3,Node_6,1486,UDP,AES-192,4.67,Normal
Node_5,Node_4,1367,TCP,AES-192,1.58,Normal
Node_11,Node_14,203,UDP,AES-256,9.46,Normal
Node_4,Node_13,468,TCP,AES-256,18.03,Normal
Node_18,Node_20,1264,UDP,AES-128,9.29,Normal
Node_3,Node_7,167,TCP,AES-256,11.51,Normal
Node_19,Node_2,702,TCP,AES-128,16.88,Normal
Node_9,Node_4,1451,UDP,AES-128,7.98,Normal
Node_9,Node_6,562,UDP,AES-256,20.18,Normal
Node_3,Node_8,676,TCP,AES-192,19.96,Blackhole_Attack
Node_17,Node_20,1051,UDP,AES-128,9.34,Normal
Node_16,Node_17,1304,UDP,AES-256,7.11,Blackhole_Attack
Node_4,Node_2,276,UDP,AES-128,13.49,Normal
Node_9,Node_19,337,TCP,AES-256,8.26,Normal
Node_3,Node_17,754,TCP,AES-256,4.22,Normal
Node_19,Node_14,547,TCP,AES-128,16.41,Blackhole_Attack
Node_9,Node_20,861,TCP,AES-256,16.08,Normal
Node_11,Node_3,1313,UDP,AES-192,10.78,Normal
Node_3,Node_10,782,UDP,AES-128,3.69,Normal
Node_11,Node_19,1475,UDP,AES-256,3.85,Normal
Node_7,Node_16,1111,UDP,AES-256,10.54,Normal
Node_15,Node_4,1448,UDP,AES-128,7.5,Normal
Node_19,Node_20,1232,TCP,AES-256,8.29,Normal
Node_20,Node_3,1072,UDP,AES-256,15.11,Normal
Node_1,Node_17,1368,TCP,AES-128,13.67,Blackhole_Attack
Node_14,Node_6,630,UDP,AES-192,16.89,Normal
Node_17,Node_10,465,TCP,AES-256,5.05,Normal
Node_8,Node_19,1081,TCP,AES-192,8.28,Normal
Node_10,Node_15,761,UDP,AES-256,13.79,Normal
Node_18,Node_14,1175,UDP,AES-256,12.24,Normal
Node_16,Node_9,1297,TCP,AES-256,17.66,Normal
Node_7,Node_20,353,TCP,AES-192,12.1,Normal
Node_13,Node_18,1028,TCP,AES-256,19.24,Normal
Node_16,Node_12,826,UDP,AES-256,12.7,Normal
Node_10,Node_12,1055,UDP,AES-192,15.31,Normal
Node_19,Node_5,597,UDP,AES-192,8.38,Normal
Node_17,Node_4,519,TCP,AES-128,10.07,Normal
Node_15,Node_12,103,UDP,AES-128,14.55,Drop_Attack
Node_8,Node_13,70,UDP,AES-192,18.06,Normal
Node_15,Node_8,264,UDP,AES-256,13.65,Normal
Node_14,Node_15,427,TCP,AES-256,9.58,Normal
Node_15,Node_14,68,TCP,AES-256,16.89,Normal
Node_17,Node_2,1049,TCP,AES-128,0.1,Drop_Attack
Node_17,Node_14,622,TCP,AES-256,2.89,Normal
Node_19,Node_8,1288,UDP,AES-256,13.41,Normal
Node_8,Node_9,1319,TCP,AES-128,10.07,Normal
Node_7,Node_18,977,UDP,AES-256,13.03,Normal
Node_18,Node_13,1133,TCP,AES-192,10.32,Normal
Node_15,Node_7,1205,UDP,AES-256,12.85,Drop_Attack
Node_5,Node_9,745,TCP,AES-192,5.93,Normal
Node_20,Node_8,1046,UDP,AES-128,12.85,Normal
Node_12,Node_5,297,TCP,AES-192,14.97,Normal
Node_9,Node_14,126,TCP,AES-128,16.1,Normal
Node_6,Node_13,181,UDP,AES-192,20.07,Normal
Node_5,Node_15,1421,UDP,AES-128,11.22,Normal
Node_2,Node_16,891,UDP,AES-192,11.37,Normal
Node_15,Node_19,910,UDP,AES-256,2.38,Normal
Node_20,Node_16,218,TCP,AES-256,7.34,Blackhole_Attack
Node_9,Node_15,1090,TCP,AES-128,9.03,Replay_Attack
Node_9,Node_2,1433,UDP,AES-128,15.25,Normal
Node_5,Node_14,304,TCP,AES-256,6.94,Normal
Node_5,Node_10,1202,UDP,AES-192,13.98,Normal
Node_12,Node_4,1145,UDP,AES-256,9.99,Blackhole_Attack
Node_13,Node_3,497,TCP,AES-256,9.11,Normal
Node_13,Node_8,810,UDP,AES-128,11.24,Normal
Node_13,Node_7,1291,UDP,AES-192,8.04,Normal
Node_13,Node_18,725,TCP,AES-128,7.85,Normal
Node_18,Node_10,528,UDP,AES-256,1.48,Normal
Node_1,Node_2,1249,UDP,AES-192,8.76,Normal
Node_19,Node_6,1492,UDP,AES-256,7.6,Normal
Node_11,Node_1,733,TCP,AES-192,7.42,Normal
Node_10,Node_18,1020,TCP,AES-192,12.08,Normal
Node_16,Node_12,623,TCP,AES-192,13.29,Normal
Node_11,Node_8,845,UDP,AES-256,11.16,Normal
Node_4,Node_2,1062,UDP,AES-256,14.98,Normal
Node_20,Node_15,998,TCP,AES-128,12.88,Normal
Node_14,Node_10,839,TCP,AES-192,8.52,Normal
Node_8,Node_2,85,TCP,AES-192,7.69,Drop_Attack
Node_2,Node_17,923,UDP,AES-256,11.56,Normal
Node_19,Node_8,1164,TCP,AES-192,12.87,Drop_Attack
Node_18,Node_13,1393,TCP,AES-128,16.99,Normal
Node_17,Node_3,381,TCP,AES-192,15.96,Normal
Node_1,Node_3,115,UDP,AES-256,7.29,Normal
Node_20,Node_3,776,UDP,AES-256,9.49,Normal
Node_12,Node_20,512,TCP,AES-128,13.36,Normal
Node_9,Node_12,792,UDP,AES-192,15.34,Normal
Node_6,Node_5,260,UDP,AES-256,14.69,Normal
Node_20,Node_10,636,TCP,AES-128,9.68,Normal
Node_19,Node_20,829,TCP,AES-192,3.73,Normal
Node_20,Node_7,491,TCP,AES-128,5.01,Normal
Node_11,Node_15,1259,UDP,AES-256,11.36,Normal
Node_16,Node_1,779,UDP,AES-256,11.71,Normal
Node_3,Node_1,947,TCP,AES-192,4.51,Normal
Node_3,Node_6,1126,UDP,AES-192,10.22,Blackhole_Attack
Node_3,Node_16,454,TCP,AES-256,13.16,Normal
Node_20,Node_8,1150,TCP,AES-128,4.24,Normal
Node_5,Node_19,966,UDP,AES-128,15.52,Normal
Node_8,Node_1,1378,TCP,AES-256,8.11,Normal
Node_12,Node_5,217,UDP,AES-128,16.29,Normal
Node_2,Node_19,452,TCP,AES-256,7.33,Blackhole_Attack
Node_9,Node_19,788,UDP,AES-192,4.87,Normal
Node_18,Node_3,1186,UDP,AES-192,7.71,Normal
Node_20,Node_8,1177,UDP,AES-192,9.52,Normal
Node_15,Node_3,1338,TCP,AES-192,8.06,Normal
Node_2,Node_13,583,UDP,AES-192,8.92,Normal
Node_2,Node_12,881,UDP,AES-128,11.67,Normal
Node_2,Node_13,867,TCP,AES-256,9.14,Normal
Node_10,Node_9,1346,UDP,AES-128,9.67,Normal
Node_4,Node_6,1441,TCP,AES-192,1.45,Drop_Attack
Node_13,Node_15,177,UDP,AES-128,11.96,Normal
Node_20,Node_1,1111,UDP,AES-256,9.55,Normal
Node_15,Node_14,739,UDP,AES-256,18.05,Normal
Node_7,Node_17,1237,TCP,AES-256,5.3,Blackhole_Attack
Node_9,Node_8,1009,TCP,AES-256,0.96,Normal
Node_2,Node_8,730,TCP,AES-128,13.09,Normal
Node_19,Node_13,101,TCP,AES-128,11.73,Drop_Attack
Node_9,Node_17,209,UDP,AES-128,4.96,Normal
Node_8,Node_6,229,TCP,AES-128,2.35,Normal
Node_19,Node_2,331,UDP,AES-256,17.69,Normal
Node_5,Node_9,1057,UDP,AES-128,17.07,Normal
Node_18,Node_4,512,TCP,AES-128,0.1,Normal
Node_18,Node_8,264,UDP,AES-192,7.71,Normal
Node_8,Node_17,1157,TCP,AES-128,18.32,Normal
Node_7,Node_8,434,UDP,AES-192,7.62,Normal
Node_12,Node_15,719,UDP,AES-256,7.55,Normal
Node_18,Node_2,1412,UDP,AES-256,8.59,Replay_Attack
Node_18,Node_20,1410,UDP,AES-256,4.4,Normal
Node_18,Node_4,734,UDP,AES-192,1.48,Normal
Node_2,Node_4,707,UDP,AES-128,15.26,Normal
Node_11,Node_16,1170,TCP,AES-256,0.79,Normal
Node_16,Node_15,1335,UDP,AES-256,11.24,Normal
Node_4,Node_11,1150,TCP,AES-192,14.43,Normal
Node_4,Node_11,619,UDP,AES-192,2.74,Blackhole_Attack
Node_11,Node_9,290,UDP,AES-128,5.38,Drop_Attack
Node_14,Node_5,874,UDP,AES-192,16.07,Normal
Node_12,Node_10,706,UDP,AES-128,12.66,Normal
Node_13,Node_8,1083,UDP,AES-192,6.91,Normal
Node_20,Node_12,1330,TCP,AES-128,16.01,Normal
Node_9,Node_11,335,TCP,AES-256,16.03,Drop_Attack
Node_13,Node_15,615,UDP,AES-256,11.35,Normal
Node_17,Node_13,262,UDP,AES-192,5.5,Normal
Node_18,Node_17,542,UDP,AES-128,7.93,Normal
Node_18,Node_2,1414,UDP,AES-128,11.43,Normal
Node_12,Node_3,1354,TCP,AES-128,9.06,Normal
Node_7,Node_13,946,TCP,AES-128,14.69,Normal
Node_1,Node_7,1057,UDP,AES-192,2.35,Normal
Node_10,Node_16,1247,TCP,AES-192,2.53,Normal
Node_6,Node_9,1334,TCP,AES-192,10.9,Normal
Node_3,Node_15,1205,TCP,AES-128,7.54,Normal
Node_18,Node_11,1428,UDP,AES-256,6.86,Normal
Node_7,Node_12,1489,UDP,AES-192,1.16,Drop_Attack
Node_9,Node_1,988,TCP,AES-256,10.1,Normal
Node_19,Node_14,277,UDP,AES-192,9.74,Normal
Node_15,Node_17,1271,TCP,AES-192,13.27,Replay_Attack
Node_9,Node_5,737,TCP,AES-128,10.34,Normal
Node_20,Node_11,597,UDP,AES-192,9.34,Blackhole_Attack
Node_4,Node_13,328,UDP,AES-128,15.89,Normal
Node_9,Node_1,200,UDP,AES-128,3.44,Normal
Node_2,Node_14,579,TCP,AES-192,12.68,Normal
Node_7,Node_9,1072,UDP,AES-128,1.64,Drop_Attack
Node_4,Node_10,955,TCP,AES-192,5.81,Normal
Node_10,Node_3,782,UDP,AES-128,3.94,Normal
Node_14,Node_18,617,TCP,AES-256,13.91,Normal
Node_7,Node_10,210,UDP,AES-256,9.67,Blackhole_Attack
Node_4,Node_20,830,UDP,AES-256,9.93,Drop_Attack
Node_4,Node_11,1257,UDP,AES-128,4.47,Normal
Node_12,Node_11,1153,TCP,AES-256,8.5,Normal
Node_7,Node_14,1188,TCP,AES-192,6.18,Normal
Node_13,Node_15,223,TCP,AES-256,11.92,Normal
Node_17,Node_18,204,UDP,AES-256,5.04,Normal
Node_5,Node_16,411,TCP,AES-256,16.65,Normal
Node_20,Node_2,997,TCP,AES-192,1.62,Normal
Node_13,Node_9,577,UDP,AES-128,5.97,Normal
Node_1,Node_14,1439,TCP,AES-192,18.39,Normal
Node_4,Node_2,1111,TCP,AES-256,7.82,Normal
Node_7,Node_2,122,TCP,AES-192,3.43,Normal
Node_13,Node_8,348,UDP,AES-128,11.1,Normal
Node_16,Node_8,937,UDP,AES-128,7.62,Normal
Node_7,Node_5,1393,UDP,AES-128,5.82,Normal
Node_2,Node_10,1014,TCP,AES-192,4.52,Normal
Node_5,Node_7,920,UDP,AES-192,23.84,Normal
Node_2,Node_13,492,UDP,AES-128,8.74,Normal
Node_12,Node_4,462,UDP,AES-256,0.37,Normal
Node_10,Node_5,925,TCP,AES-256,17.47,Normal
Node_2,Node_1,1313,UDP,AES-128,13.06,Normal
Node_1,Node_12,247,UDP,AES-256,6.17,Normal
Node_4,Node_14,659,TCP,AES-128,5.33,Normal
Node_3,Node_8,953,UDP,AES-192,13.37,Normal
Node_2,Node_7,1493,UDP,AES-192,8.77,Normal
Node_6,Node_15,147,TCP,AES-192,0.37,Blackhole_Attack
Node_6,Node_7,451,UDP,AES-128,18.94,Normal
Node_15,Node_7,1165,UDP,AES-256,7.83,Normal
Node_18,Node_20,406,TCP,AES-192,17.48,Drop_Attack
Node_16,Node_11,424,UDP,AES-256,16.39,Normal
Node_12,Node_14,814,UDP,AES-128,4.99,Normal
Node_17,Node_11,956,TCP,AES-256,15.17,Normal
Node_16,Node_14,931,UDP,AES-192,6.74,Replay_Attack
Node_3,Node_7,325,TCP,AES-128,0.67,Normal
Node_17,Node_16,793,TCP,AES-256,7.88,Normal
Node_9,Node_6,214,UDP,AES-192,11.99,Normal
Node_7,Node_12,654,UDP,AES-192,7.69,Normal
Node_17,Node_18,1351,TCP,AES-256,8.46,Normal
Node_17,Node_7,1214,TCP,AES-192,15.72,Normal
Node_10,Node_7,137,TCP,AES-192,10.53,Normal
Node_11,Node_6,195,UDP,AES-128,5.78,Normal
Node_10,Node_14,924,TCP,AES-192,13.51,Normal
Node_19,Node_20,374,UDP,AES-192,10.99,Drop_Attack
Node_11,Node_15,279,TCP,AES-256,0.1,Replay_Attack
Node_7,Node_1,396,TCP,AES-128,12.14,Normal
Node_7,Node_20,756,UDP,AES-128,11.96,Normal
Node_14,Node_18,523,TCP,AES-128,10.1,Normal
Node_12,Node_9,266,UDP,AES-128,14.46,Normal
Node_14,Node_8,1349,TCP,AES-192,6.64,Normal
Node_5,Node_4,668,UDP,AES-192,11.68,Normal
Node_16,Node_4,752,TCP,AES-192,2.17,Normal
Node_20,Node_13,1064,UDP,AES-192,12.04,Normal
Node_2,Node_4,1454,TCP,AES-256,19.77,Normal
Node_20,Node_4,490,TCP,AES-192,5.03,Normal
Node_6,Node_8,422,UDP,AES-128,6.2,Normal
Node_9,Node_15,1314,TCP,AES-128,6.45,Normal
Node_13,Node_20,449,TCP,AES-128,10.65,Normal
Node_11,Node_16,233,UDP,AES-128,4.68,Normal
Node_18,Node_4,789,UDP,AES-192,12.11,Normal
Node_15,Node_19,1025,UDP,AES-256,14.23,Normal
Node_13,Node_1,437,TCP,AES-192,12.67,Normal
Node_1,Node_20,540,TCP,AES-256,1.16,Normal
Node_20,Node_18,951,TCP,AES-256,14.98,Normal
Node_1,Node_17,1489,UDP,AES-192,14.69,Normal
Node_13,Node_20,1234,TCP,AES-256,14.15,Normal
Node_4,Node_20,1387,TCP,AES-256,11.86,Normal
Node_18,Node_15,622,UDP,AES-128,11.1,Normal
Node_3,Node_1,137,TCP,AES-192,15.16,Drop_Attack
Node_11,Node_18,875,TCP,AES-192,19.62,Normal
Node_7,Node_8,403,UDP,AES-128,5.23,Blackhole_Attack
Node_14,Node_15,1091,UDP,AES-256,15.39,Normal
Node_18,Node_9,499,TCP,AES-128,9.57,Normal
Node_3,Node_2,1438,UDP,AES-192,9.35,Normal
Node_3,Node_11,1499,UDP,AES-192,2.32,Normal
Node_20,Node_13,808,UDP,AES-256,8.58,Normal
Node_1,Node_12,788,UDP,AES-192,5.01,Replay_Attack
Node_2,Node_6,1008,UDP,AES-256,7.68,Normal
Node_18,Node_19,1248,UDP,AES-256,4.51,Normal
Node_15,Node_7,743,UDP,AES-128,7.76,Normal
Node_6,Node_8,268,UDP,AES-256,7.97,Normal
Node_11,Node_6,271,TCP,AES-192,10.48,Normal
Node_18,Node_14,156,UDP,AES-128,1.93,Normal
Node_1,Node_18,284,TCP,AES-256,2.77,Normal
Node_19,Node_20,300,UDP,AES-128,11.81,Normal
Node_10,Node_4,661,TCP,AES-192,6.01,Normal
Node_18,Node_12,93,TCP,AES-256,15.37,Normal
Node_9,Node_17,1352,UDP,AES-256,11.13,Normal
Node_20,Node_13,512,UDP,AES-192,13.03,Replay_Attack
Node_14,Node_10,990,TCP,AES-192,17.05,Normal
Node_8,Node_20,429,UDP,AES-192,8.45,Normal
Node_13,Node_1,656,TCP,AES-192,7.13,Replay_Attack
Node_9,Node_5,816,TCP,AES-256,14.36,Normal
Node_13,Node_18,1397,UDP,AES-256,12.55,Normal
Node_14,Node_18,426,TCP,AES-256,9.06,Blackhole_Attack
Node_6,Node_5,692,UDP,AES-192,16.96,Drop_Attack
Node_18,Node_2,1303,UDP,AES-128,8.94,Normal
Node_20,Node_15,1266,TCP,AES-256,10.16,Normal
Node_8,Node_13,271,UDP,AES-256,10.11,Drop_Attack
Node_7,Node_9,304,UDP,AES-128,5.33,Drop_Attack
Node_8,Node_17,1289,UDP,AES-128,10.39,Normal
Node_2,Node_11,1389,TCP,AES-192,16.98,Normal
Node_12,Node_19,1007,TCP,AES-192,12.22,Normal
Node_3,Node_17,347,TCP,AES-256,10.16,Replay_Attack
Node_1,Node_2,472,TCP,AES-192,9.19,Normal
Node_19,Node_14,620,UDP,AES-192,11.65,Normal
Node_3,Node_8,547,TCP,AES-128,13.75,Normal
Node_20,Node_14,1094,TCP,AES-256,13.05,Normal
Node_18,Node_10,387,TCP,AES-192,8.34,Normal
Node_7,Node_3,817,UDP,AES-128,11.62,Blackhole_Attack
Node_7,Node_11,1480,TCP,AES-128,12.4,Drop_Attack
Node_7,Node_14,948,UDP,AES-128,4.96,Normal
Node_10,Node_15,464,UDP,AES-128,10.84,Normal
Node_10,Node_12,409,TCP,AES-256,0.1,Normal
Node_5,Node_8,349,UDP,AES-256,12.41,Normal
Node_10,Node_18,1415,UDP,AES-256,13.3,Normal
Node_20,Node_15,1318,TCP,AES-256,13.74,Normal
Node_14,Node_12,961,UDP,AES-192,8.02,Normal
Node_8,Node_13,425,TCP,AES-256,11.55,Normal
Node_1,Node_14,666,TCP,AES-192,17.12,Normal
Node_5,Node_8,1481,TCP,AES-192,17.07,Normal
Node_5,Node_11,599,UDP,AES-256,9.85,Normal
Node_15,Node_11,93,TCP,AES-192,10.7,Normal
Node_16,Node_1,452,UDP,AES-256,15.55,Replay_Attack
Node_12,Node_5,843,UDP,AES-128,2.5,Normal
Node_14,Node_10,406,UDP,AES-128,8.38,Normal
Node_6,Node_14,599,UDP,AES-192,16.68,Normal
Node_16,Node_14,1107,UDP,AES-256,14.88,Normal
Node_16,Node_10,862,UDP,AES-256,11.85,Normal
Node_6,Node_14,1284,UDP,AES-256,2.47,Normal
Node_3,Node_9,486,TCP,AES-128,9.75,Normal
Node_18,Node_19,340,TCP,AES-192,7.05,Blackhole_Attack
Node_16,Node_4,1298,UDP,AES-128,11.66,Normal
Node_20,Node_10,1340,TCP,AES-256,5.95,Normal
Node_10,Node_16,790,UDP,AES-128,4.87,Normal
Node_2,Node_8,1179,UDP,AES-256,0.1,Normal
Node_5,Node_14,123,UDP,AES-256,16.11,Normal
Node_6,Node_18,1002,UDP,AES-256,8,Normal
Node_10,Node_3,86,UDP,AES-192,10.79,Drop_Attack
Node_20,Node_7,387,UDP,AES-192,9.99,Normal
Node_2,Node_19,1097,UDP,AES-128,4.66,Normal
Node_1,Node_8,176,TCP,AES-192,3.7,Normal
Node_16,Node_3,224,TCP,AES-128,4.97,Replay_Attack
Node_5,Node_9,1145,UDP,AES-256,6.38,Normal
Node_11,Node_4,1485,TCP,AES-256,11.83,Normal
Node_2,Node_16,376,TCP,AES-128,6.02,Replay_Attack
Node_18,Node_5,519,TCP,AES-256,18.73,Normal
Node_12,Node_3,280,TCP,AES-128,15.14,Normal
Node_20,Node_19,1082,UDP,AES-128,14.04,Normal
Node_15,Node_6,963,UDP,AES-192,9.4,Normal
Node_18,Node_6,567,UDP,AES-128,17.57,Normal
Node_10,Node_6,330,UDP,AES-192,8.91,Normal
Node_10,Node_9,1469,UDP,AES-256,9.84,Normal
Node_15,Node_9,469,TCP,AES-192,10.85,Normal
Node_1,Node_14,1145,TCP,AES-192,13.51,Normal
Node_18,Node_10,1223,TCP,AES-256,13.18,Normal
Node_15,Node_5,167,TCP,AES-256,7.62,Normal
Node_3,Node_8,84,TCP,AES-256,7.34,Normal
Node_7,Node_20,309,UDP,AES-128,13.2,Normal
Node_18,Node_4,218,UDP,AES-256,13.58,Normal
Node_7,Node_1,1345,UDP,AES-128,8.03,Normal
Node_9,Node_20,759,TCP,AES-192,2.06,Normal
Node_6,Node_16,262,TCP,AES-256,8.96,Normal
Node_1,Node_6,1129,UDP,AES-256,13.12,Normal
Node_4,Node_15,241,UDP,AES-256,19.03,Normal
Node_14,Node_6,623,TCP,AES-256,4.01,Normal
Node_11,Node_4,1404,UDP,AES-128,7.87,Blackhole_Attack
Node_16,Node_1,719,UDP,AES-256,8.05,Normal
Node_3,Node_2,561,UDP,AES-192,16.78,Normal
Node_6,Node_15,749,UDP,AES-128,9.83,Normal
Node_5,Node_13,1157,TCP,AES-256,5.46,Normal
Node_14,Node_8,708,UDP,AES-256,12.79,Replay_Attack
Node_9,Node_15,904,UDP,AES-192,7.98,Replay_Attack
Node_20,Node_2,269,TCP,AES-128,3.88,Normal
Node_4,Node_12,1131,UDP,AES-256,5.54,Replay_Attack
Node_17,Node_3,311,TCP,AES-128,18.67,Normal
Node_2,Node_6,455,UDP,AES-128,11.92,Normal
Node_19,Node_13,1107,TCP,AES-256,10.54,Normal
Node_4,Node_10,162,TCP,AES-128,8.75,Normal
Node_11,Node_15,530,TCP,AES-192,11.46,Normal
Node_13,Node_14,164,TCP,AES-192,11.4,Blackhole_Attack
Node_15,Node_18,1360,UDP,AES-192,11.46,Normal
Node_15,Node_3,1180,TCP,AES-256,10.57,Normal
Node_18,Node_8,693,UDP,AES-256,14.34,Normal
Node_2,Node_13,245,TCP,AES-256,10.12,Normal
Node_9,Node_17,540,TCP,AES-256,5.11,Normal
Node_6,Node_18,401,TCP,AES-128,6.94,Replay_Attack
Node_17,Node_6,701,TCP,AES-256,0.1,Normal
Node_8,Node_1,625,UDP,AES-192,20.13,Normal
Node_15,Node_19,1347,UDP,AES-128,14.31,Normal
Node_19,Node_14,516,UDP,AES-256,5.85,Normal
Node_1,Node_2,251,UDP,AES-192,8.59,Normal
Node_20,Node_8,569,UDP,AES-192,6.82,Drop_Attack
